lead_name,title,organization,email,email_status,phone,phone_status,usable_candidate,operator_label,candidate_category,rank,query,run_id,fit_score,evidence_score,contact_score,ranking_gate,source_name_url,source_title_url,source_org_url,source_email_url,source_phone_url,source_access_status,validation_notes,checked_at,location,recipe_name,sort_mode,generated_at
,,Org Only District 12,,missing,,missing,no,ORG-ONLY,organization_only,40,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,organization_only,https://district.example/org-12,https://district.example/org-12,https://district.example/org-12,https://district.example/org-12,https://district.example/org-12,supported,"Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: organization_only | Bucket: organization_only | Summary: District found, but no person was safe to export as ready. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.",2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Org Only District 13,,missing,,missing,no,ORG-ONLY,organization_only,41,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,organization_only,https://district.example/org-13,https://district.example/org-13,https://district.example/org-13,https://district.example/org-13,https://district.example/org-13,supported,"Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: organization_only | Bucket: organization_only | Summary: District found, but no person was safe to export as ready. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.",2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Org Only District 14,,missing,,missing,no,ORG-ONLY,organization_only,42,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,organization_only,https://district.example/org-14,https://district.example/org-14,https://district.example/org-14,https://district.example/org-14,https://district.example/org-14,supported,"Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: organization_only | Bucket: organization_only | Summary: District found, but no person was safe to export as ready. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.",2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Org Only District 15,,missing,,missing,no,ORG-ONLY,organization_only,43,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,organization_only,https://district.example/org-15,https://district.example/org-15,https://district.example/org-15,https://district.example/org-15,https://district.example/org-15,supported,"Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: organization_only | Bucket: organization_only | Summary: District found, but no person was safe to export as ready. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.",2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 1,,missing,,missing,no,NOT FOUND,not_found,44,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-1,https://district.example/not-found-1,https://district.example/not-found-1,https://district.example/not-found-1,https://district.example/not-found-1,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 2,,missing,,missing,no,NOT FOUND,not_found,45,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-2,https://district.example/not-found-2,https://district.example/not-found-2,https://district.example/not-found-2,https://district.example/not-found-2,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 3,,missing,,missing,no,NOT FOUND,not_found,46,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-3,https://district.example/not-found-3,https://district.example/not-found-3,https://district.example/not-found-3,https://district.example/not-found-3,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 4,,missing,,missing,no,NOT FOUND,not_found,47,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-4,https://district.example/not-found-4,https://district.example/not-found-4,https://district.example/not-found-4,https://district.example/not-found-4,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 5,,missing,,missing,no,NOT FOUND,not_found,48,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-5,https://district.example/not-found-5,https://district.example/not-found-5,https://district.example/not-found-5,https://district.example/not-found-5,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 6,,missing,,missing,no,NOT FOUND,not_found,49,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-6,https://district.example/not-found-6,https://district.example/not-found-6,https://district.example/not-found-6,https://district.example/not-found-6,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 7,,missing,,missing,no,NOT FOUND,not_found,50,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-7,https://district.example/not-found-7,https://district.example/not-found-7,https://district.example/not-found-7,https://district.example/not-found-7,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
,,Not Found District 8,,missing,,missing,no,NOT FOUND,not_found,51,K-12 IT directors in New Mexico,scout-2026-05-12T04:29:51.047Z,,,,not_found,https://district.example/not-found-8,https://district.example/not-found-8,https://district.example/not-found-8,https://district.example/not-found-8,https://district.example/not-found-8,supported,Generated 2026-05-12T04:29:51.047Z. Sort mode: rank. No query guardrail result returned. Category: not_found | Bucket: not_found | Summary: No acceptable contact was found. | Field statuses: name=supported; title=supported; organization=supported; email=missing; phone=missing; source=supported | Source note: Accessible source.,2026-05-12T20:00:00Z,,K-12 IT directors in New Mexico,rank,2026-05-12T04:29:51.047Z
